logFC,AveExpr,t,P.Value,adj.P.Val,B
0.345199733,9.812481444,2.842936152,0.013443106,0.739579193,-2.859790276
-0.502621421,6.450591874,-2.841132094,0.013490315,0.739579193,-2.862917769
0.774805861,2.526325296,2.837959995,0.013573719,0.739579193,-2.868416005
-0.190352734,9.855581276,-2.837460467,0.013586899,0.739579193,-2.869281742
0.417598044,8.238662661,2.836830052,0.013603551,0.739579193,-2.870374278
-0.335743974,5.550822268,-2.836030478,0.013624699,0.739579193,-2.87175991
-0.570745729,5.906135788,-2.835452575,0.013640004,0.739579193,-2.87276135
-0.47676091,6.534899974,-2.835311764,0.013643736,0.739579193,-2.873005354
0.381735221,9.549080217,2.834354186,0.013669141,0.739579193,-2.87466463
-0.350876063,10.90054696,-2.833598519,0.013689222,0.739579193,-2.875973964
0.294967757,2.846395149,2.830955029,0.013759698,0.739904394,-2.880553798
0.216121826,9.16530294,2.829756019,0.013791781,0.739904394,-2.882630815
-0.334651233,9.522859372,-2.828256493,0.013832008,0.739904394,-2.885228179
-0.349477731,5.856446026,-2.82722633,0.013859711,0.739904394,-2.887012399
-0.400822139,5.426414274,-2.825514965,0.013905853,0.739904394,-2.889976177
0.37797006,4.805858681,2.825217672,0.013913884,0.739904394,-2.890491
-0.406168569,6.880043214,-2.821422502,0.014016806,0.739904394,-2.897062221
-0.843407541,3.601295996,-2.821303539,0.014020044,0.739904394,-2.897268176
0.186783696,6.010409584,2.821288315,0.014020458,0.739904394,-2.897294531
0.343007293,9.310853402,2.819630915,0.014065651,0.740381169,-2.90016372
0.412963533,5.763815186,2.810926207,0.014305361,0.749364423,-2.915227478
-0.334141139,11.06860153,-2.809134907,0.014355185,0.749364423,-2.918326264
0.951533476,5.345157162,2.808494263,0.014373045,0.749364423,-2.919434426
0.353561014,4.170130971,2.807875238,0.014390324,0.749364423,-2.920505148
-0.660636474,5.674886658,-2.806838744,0.0144193,0.749364423,-2.922297857
-0.291966283,10.27913275,-2.804822462,0.014475831,0.750397761,-2.925784826
0.27701827,9.53269574,2.802920344,0.01452936,0.751270668,-2.929073911
0.768516212,4.325640568,2.800021757,0.014611306,0.752224465,-2.934085217
-0.325918822,5.782103772,-2.799670025,0.01462128,0.752224465,-2.93469325
-0.612498738,6.550601939,-2.795830518,0.014730597,0.755949134,-2.941329548
-0.306853314,6.60294698,-2.793626498,0.01479371,0.757290025,-2.945138212
-0.377615821,6.645322732,-2.79046132,0.01488481,0.759339379,-2.950606758
0.837954925,6.388870369,2.789001417,0.014927014,0.759339379,-2.953128645
-0.427905901,6.352998983,-2.787627858,0.014966829,0.759339379,-2.955501134
0.394513356,5.320937968,2.787102587,0.014982082,0.759339379,-2.95640835
0.283790841,7.863731059,2.781646937,0.01514141,0.761196192,-2.965828961
0.217218376,8.215839889,2.7800237,0.015189135,0.761196192,-2.968631177
0.843996258,5.647529816,2.77969412,0.015198843,0.761196192,-2.969200096
0.296379486,9.919634278,2.77901372,0.015218904,0.761196192,-2.970374552
-0.339246291,6.643428881,-2.776371821,0.015297043,0.761196192,-2.974934241
0.705529082,5.858459779,2.77636735,0.015297176,0.761196192,-2.974941956
0.363847133,4.760684264,2.772306592,0.015418048,0.761196192,-2.981948724
0.65441468,2.196229886,2.770072393,0.015484948,0.761196192,-2.985802888
0.207271994,8.953445769,2.768708878,0.015525917,0.761196192,-2.988154736
0.321015225,8.320250372,2.768390433,0.0155355,0.761196192,-2.988703969
-0.301920478,9.116992483,-2.767626381,0.015558517,0.761196192,-2.990021701
0.282547295,7.386210493,2.76716293,0.015572495,0.761196192,-2.99082096
-0.740862815,5.86536456,-2.764774622,0.015644722,0.761196192,-2.994939346
-0.345174866,4.633057285,-2.763757823,0.015675571,0.761196192,-2.996692483
0.247225366,9.463129399,2.763049954,0.015697082,0.761196192,-2.99791289
-0.454762588,10.1134099,-2.760307529,0.015780695,0.761196192,-3.002640365
0.955269246,5.161499481,2.759617761,0.015801794,0.761196192,-3.003829252
0.746500026,7.406793445,2.759550612,0.015803849,0.761196192,-3.003944986
-0.356718144,6.332824442,-2.758288923,0.015842518,0.761196192,-3.006119461
0.35382627,6.612931663,2.756718142,0.015890789,0.761196192,-3.008826349
0.705907456,5.518897281,2.756628135,0.015893559,0.761196192,-3.008981447
-0.353721078,3.675300819,-2.75405758,0.015972877,0.761196192,-3.013410477
0.313546786,6.867492351,2.753459745,0.01599138,0.761196192,-3.014440414
0.553495318,3.034679349,2.753446856,0.015991779,0.761196192,-3.014462617
0.640284109,3.717908334,2.753434616,0.015992158,0.761196192,-3.014483703
-0.387356291,4.174566995,-2.752138758,0.016032338,0.761196192,-3.016716004
0.337338997,7.890599547,2.751939143,0.016038536,0.761196192,-3.017059849
0.203192342,3.393803794,2.750492227,0.016083533,0.761196192,-3.019552062
-0.926141455,6.631185998,-2.750066563,0.016096794,0.761196192,-3.020285184
-0.194553848,10.83081787,-2.74881593,0.016135818,0.761283409,-3.022439013
0.621335221,4.749800452,2.745489454,0.016240064,0.763211821,-3.028166803
-0.47087752,7.328461919,-2.745134139,0.016251238,0.763211821,-3.028778524
-0.24255521,8.090192872,-2.741930438,0.016352327,0.766135543,-3.034293322
-0.241607806,7.086858862,-2.74079423,0.016388326,0.766135543,-3.036248833
-0.193677555,7.478148971,-2.735245942,0.01656523,0.771064391,-3.045795343
-0.256269723,7.000805004,-2.735126066,0.016569073,0.771064391,-3.046001557
0.639617219,5.222197921,2.729221732,0.016759419,0.773888148,-3.056155867
0.382574714,8.455150894,2.728847518,0.016771555,0.773888148,-3.056799276
0.191216515,7.365790958,2.727583485,0.016812611,0.773888148,-3.058972464
0.24260835,7.170744162,2.726623848,0.016843846,0.773888148,-3.060622166
0.40584769,3.960778538,2.726429436,0.016850181,0.773888148,-3.060956362
0.441098244,8.19598551,2.726234934,0.016856521,0.773888148,-3.061290707
0.917346939,5.040922642,2.72442654,0.016915578,0.773981786,-3.064399044
0.21769573,11.55195955,2.723814631,0.016935607,0.773981786,-3.065450711
0.347261628,10.82564666,2.721853812,0.016999945,0.773981786,-3.068820344
0.743283144,3.199017645,2.72011433,0.01705722,0.773981786,-3.071809151
-0.83218075,4.381877628,-2.720085845,0.01705816,0.773981786,-3.07185809
0.680476263,4.082700545,2.71926188,0.017085357,0.773981786,-3.073273687
0.439103539,7.986168581,2.716287331,0.017183893,0.774452339,-3.078383231
0.260692135,2.374994544,2.714990243,0.017227034,0.774452339,-3.080610908
-0.191593141,7.069392311,-2.713168846,0.017287792,0.774452339,-3.083738644
-0.217456628,8.54437517,-2.712892866,0.017297016,0.774452339,-3.08421252
0.780100748,3.800168475,2.710255889,0.017385397,0.774452339,-3.088739822
0.230706774,8.060003986,2.710243889,0.0173858,0.774452339,-3.088760422
-0.259012707,8.533291918,-2.709877536,0.017398113,0.774452339,-3.089389314
-0.365438203,7.697230454,-2.709871284,0.017398324,0.774452339,-3.089400047
0.425351792,3.287783732,2.70746218,0.01747951,0.77517077,-3.093535096
-0.265193298,5.190371143,-2.704496715,0.017579953,0.77517077,-3.098623923
-0.617055584,5.401263338,-2.704458261,0.017581259,0.77517077,-3.098689903
1.102275825,5.239391769,2.703265822,0.01762181,0.77517077,-3.100735791
-0.239339197,7.594431016,-2.702370367,0.017652321,0.77517077,-3.102271998
0.786043729,5.079576807,2.701652545,0.017676816,0.77517077,-3.103503378
0.399337814,6.842449555,2.701544037,0.017680522,0.77517077,-3.103689512
-0.829267146,4.386389371,-2.700467627,0.017717324,0.77517077,-3.105535868
-0.90308246,4.836882386,-2.698214788,0.017794589,0.776891263,-3.109399583
0.466355112,4.391585665,2.69656736,0.017851298,0.777708893,-3.112224508
-0.740907099,5.803568549,-2.693893287,0.017943722,0.780075709,-3.116809004
0.895726504,4.788591291,2.691730147,0.018018828,0.78091995,-3.120516751
0.364523811,6.588549563,2.690921317,0.01804699,0.78091995,-3.12190295
-0.896889631,4.394242123,-2.690044786,0.018077557,0.78091995,-3.123405066
-0.670965173,6.476616086,-2.686284833,0.018209251,0.784698993,-3.129847183
0.404986462,5.792196321,2.684573411,0.018269503,0.784698993,-3.132778731
-0.244175801,6.762918277,-2.684157439,0.018284177,0.784698993,-3.133491194
0.566370784,5.559175292,2.683190536,0.01831833,0.784698993,-3.135147172
-0.396252838,7.034349004,-2.681485226,0.018378716,0.785447387,-3.138067436
0.272756981,7.634394815,2.680409642,0.018416903,0.785447387,-3.139909094
-0.362574921,6.440814796,-2.679454499,0.018450879,0.785447387,-3.141544376
-0.302534719,10.2900357,-2.678277668,0.018492824,0.785599715,-3.143559011
0.2305473,7.617957316,2.675531951,0.018591049,0.788137315,-3.148258609
-0.212638286,8.852867365,-2.671561994,0.018733968,0.79142705,-3.155051537
0.726658661,4.731121173,2.671230447,0.018745952,0.79142705,-3.155618729
-0.278290868,1.72036494,-2.670124061,0.018785997,0.791485765,-3.157511349
0.25757343,10.35795513,2.668094337,0.018859679,0.792958474,-3.160982956
-0.340203616,7.295366951,-2.665908572,0.018939338,0.794676006,-3.16472072
0.236419343,7.386690856,2.662117087,0.019078295,0.796794774,-3.171202538
0.445803532,8.499479761,2.66191294,0.019085805,0.796794774,-3.171551476
0.251498501,8.656225931,2.660188949,0.01914934,0.796794774,-3.174497943
-0.51530363,8.642378546,-2.659271883,0.019183221,0.796794774,-3.176065105
0.457114241,6.591015919,2.658788967,0.019201086,0.796794774,-3.176890298
-0.313967107,7.265211847,-2.657562031,0.019246547,0.796794774,-3.178986682
-0.433535176,8.01788552,-2.653915432,0.019382281,0.796794774,-3.185215943
-0.402119172,6.935875224,-2.651811655,0.019461011,0.796794774,-3.188808712
0.315762839,5.527797496,2.650038327,0.019527615,0.796794774,-3.191836588
-0.313310992,8.125917825,-2.649392286,0.019551935,0.796794774,-3.192939545
0.21948634,9.08497695,2.647063995,0.019639826,0.796794774,-3.196913964
0.322400495,8.427093918,2.646161917,0.019673981,0.796794774,-3.198453581
0.342459038,6.227906941,2.642754836,0.019803505,0.796794774,-3.204267385
0.464489345,8.361330104,2.641783135,0.019840597,0.796794774,-3.205925132
0.857037231,3.957768338,2.641286378,0.019859586,0.796794774,-3.206772552
-1.073961746,5.319988192,-2.639077378,0.019944237,0.796794774,-3.210540392
-0.404942793,5.004149481,-2.638490775,0.019966775,0.796794774,-3.211540812
-0.224014465,8.272792724,-2.637550053,0.020002971,0.796794774,-3.213145041
0.35479709,6.510944592,2.637480038,0.020005667,0.796794774,-3.213264432
0.359885348,4.664133083,2.637398778,0.020008797,0.796794774,-3.213402998
0.335002015,7.780064604,2.634594891,0.02011709,0.796794774,-3.218183559
0.33810438,4.374453518,2.632566134,0.020195799,0.796794774,-3.221641715
0.268533909,8.48879653,2.631959356,0.020219398,0.796794774,-3.222675876
-0.913243464,3.53470846,-2.630371803,0.020281269,0.796794774,-3.22538132
0.640950402,6.656110714,2.628821399,0.020341868,0.796794774,-3.228023045
-0.310596188,9.064787477,-2.627380403,0.020398349,0.796794774,-3.230477982
-0.325539221,2.619819685,-2.626720434,0.020424268,0.796794774,-3.231602213
-0.338330595,6.102565506,-2.62663825,0.020427498,0.796794774,-3.231742206
-0.24266133,7.699612788,-2.625744077,0.020462671,0.796794774,-3.233265262
0.819737514,4.191624729,2.625265354,0.020481526,0.796794774,-3.234080622
1.000717132,5.928795312,2.623891151,0.020535744,0.796794774,-3.236420939
0.197585485,7.665712223,2.6237588,0.020540973,0.796794774,-3.236646322
0.360327396,6.218228727,2.622249172,0.02060071,0.796794774,-3.239216866
0.278886893,4.158234189,2.62202259,0.02060969,0.796794774,-3.239602647
-0.47299866,6.233962875,-2.621860641,0.020616111,0.796794774,-3.239878379
-0.41342595,6.993233614,-2.619889436,0.020694422,0.796794774,-3.243234159
-0.567820541,4.782777191,-2.619245635,0.020720062,0.796794774,-3.244330018
-0.183170417,8.368536619,-2.616090982,0.02084614,0.796794774,-3.249698747
0.457466562,5.773888949,2.613705895,0.020941956,0.796794774,-3.253756645
-0.379516532,6.015011686,-2.613284978,0.020958909,0.796794774,-3.254472674
0.374008113,9.322332962,2.613148785,0.020964398,0.796794774,-3.254704348
-0.796769853,5.758800431,-2.612769654,0.020979684,0.796794774,-3.255349259
0.380154443,4.720940381,2.6123182,0.0209979,0.796794774,-3.25611716
-0.571230842,4.586090768,-2.611566391,0.021028269,0.796794774,-3.257395871
-0.39332355,7.203350067,-2.611336594,0.02103756,0.796794774,-3.257786699
-0.408625763,7.752159226,-2.609625527,0.021106866,0.796794774,-3.26069652
-0.761785157,6.142978558,-2.609188525,0.021124602,0.796794774,-3.261439598
0.355800467,4.422622123,2.608244112,0.021162981,0.796794774,-3.263045364
0.288273922,4.282962101,2.607100317,0.021209553,0.796794774,-3.264989923
-0.281743613,7.550733689,-2.606922983,0.021216782,0.796794774,-3.265291386
-0.32044236,7.115796184,-2.605520036,0.02127406,0.796794774,-3.267676168
-0.350178348,6.532087866,-2.605371921,0.021280116,0.796794774,-3.26792792
-0.192147776,9.22308738,-2.605228404,0.021285986,0.796794774,-3.268171851
-0.619658664,5.969759517,-2.605140271,0.021289591,0.796794774,-3.268321647
-0.456811546,7.806363384,-2.604336937,0.021322479,0.796794774,-3.269686973
-0.227419372,9.124647292,-2.603979636,0.021337123,0.796794774,-3.270294196
-0.243411984,8.468424622,-2.603538454,0.021355218,0.796794774,-3.271043942
0.30438505,3.86309585,2.602735612,0.021388184,0.796794774,-3.272408202
0.275770404,7.425825922,2.602288678,0.021406558,0.796794774,-3.273167623
-0.305229878,6.675092492,-2.600443922,0.021482557,0.796794774,-3.276301816
0.204481705,8.694201609,2.599820406,0.021508304,0.796794774,-3.277361016
-0.360313022,8.688978047,-2.598684256,0.021555295,0.796794774,-3.279290876
-0.367033404,5.623463086,-2.597517785,0.021603643,0.796794774,-3.281271999
-0.267217596,7.896862816,-2.597281292,0.021613458,0.796794774,-3.281673627
0.312759595,9.255002815,2.596004434,0.021666526,0.796794774,-3.283841895
0.310322602,4.01392835,2.593552545,0.021768783,0.796794774,-3.288004692
-0.201807398,9.114278836,-2.592699772,0.021804457,0.796794774,-3.289452269
1.069695735,6.122281272,2.591577842,0.021851478,0.796794774,-3.291356536
0.445943546,7.042233992,2.590071814,0.02191475,0.796794774,-3.293912379
0.314303755,6.110387944,2.589185145,0.021952085,0.796794774,-3.295416931
-0.844955776,6.623350405,-2.586936032,0.022047063,0.796794774,-3.299232714
0.569426525,7.869331887,2.585445617,0.02211022,0.796794774,-3.301760802
0.738689965,2.406369062,2.58489387,0.022133645,0.796794774,-3.302696588
0.386465562,6.887183054,2.584879637,0.02213425,0.796794774,-3.302720727
0.272013065,7.603388649,2.5829181,0.022217726,0.796794774,-3.306047121
0.44313907,5.92064266,2.581952124,0.022258947,0.796794774,-3.307684973
-0.632315622,5.91774276,-2.581602413,0.022273888,0.796794774,-3.308277879
1.091953589,5.451431809,2.581260042,0.022288525,0.796794774,-3.30885832
0.318155922,6.720152537,2.579883875,0.022347453,0.796794774,-3.311191195
0.266271747,8.073440929,2.579606935,0.022359329,0.796794774,-3.31166062
0.283778417,4.894776255,2.579368516,0.022369559,0.796794774,-3.312064739
-0.296084897,7.107794736,-2.578676707,0.022399268,0.796794774,-3.313237293
0.203999693,7.505080842,2.576900448,0.022475721,0.796794774,-3.316247487
0.468670999,4.472709837,2.575628991,0.022530601,0.796794774,-3.31840184
-0.746790557,5.840572308,-2.574466831,0.022580878,0.796794774,-3.320370738
-0.69175363,4.342532127,-2.574078245,0.022597712,0.796794774,-3.321029013
-0.204007017,9.098007103,-2.573829319,0.022608503,0.796794774,-3.321450685
0.389835468,7.60902199,2.573230575,0.022634478,0.796794774,-3.322464892
0.524894013,2.77940476,2.572913126,0.022648262,0.796794774,-3.323002587
0.73185297,5.894307559,2.572806496,0.022652893,0.796794774,-3.323183193
0.314460057,8.371837468,2.571081187,0.022727963,0.796794774,-3.326105161
-0.34663153,6.627434217,-2.570114621,0.022770123,0.796794774,-3.327741884
-0.308864973,7.449030583,-2.570021375,0.022774195,0.796794774,-3.327899771
0.718083444,5.617818332,2.569866672,0.022780951,0.796794774,-3.328161718
0.350587153,4.684263179,2.568983561,0.022819555,0.796794774,-3.329656929
0.346024939,7.32012496,2.56873667,0.022830359,0.796794774,-3.330074917
-0.326929418,4.983246373,-2.568633471,0.022834877,0.796794774,-3.33024963
0.298096882,4.39664978,2.568469586,0.022842052,0.796794774,-3.33052708
0.2380452,8.700593888,2.56846438,0.02284228,0.796794774,-3.330535894
0.223918205,5.752924539,2.567110943,0.022901624,0.797506223,-3.332827004
0.232039893,5.988901894,2.565102799,0.02298995,0.799222765,-3.336225772
-0.215831622,8.581499741,-2.562836938,0.023090005,0.799612463,-3.340059804
0.367031766,6.861996226,2.562813717,0.023091033,0.799612463,-3.34009909
0.318121112,6.452709743,2.561655602,0.023142337,0.799612463,-3.34205834
0.269610184,8.682150899,2.559962856,0.023217524,0.799612463,-3.344921593
-0.324947872,7.839390288,-2.559673631,0.023230394,0.799612463,-3.345410758
-0.871502835,4.582363256,-2.559559675,0.023235467,0.799612463,-3.345603486
0.315003081,7.662022251,2.556075402,0.023391086,0.80122752,-3.351495085
-0.391757624,3.313200954,-2.55600321,0.023394321,0.80122752,-3.351617132
0.490504207,3.568634842,2.55443804,0.023464564,0.80122752,-3.354262915
1.020114898,5.151152682,2.553055834,0.023526764,0.80122752,-3.356599022
0.560699218,5.178618873,2.552884355,0.023534492,0.80122752,-3.356888818
-0.221467261,7.001957062,-2.55227062,0.02356217,0.80122752,-3.357925969
-0.213150744,9.881690544,-2.552024886,0.023573261,0.80122752,-3.358341216
0.204738309,10.36383046,2.550867643,0.02362556,0.80122752,-3.360296591
-0.325024301,6.359679795,-2.550668561,0.023634568,0.80122752,-3.36063295
0.390586562,5.791925086,2.548369957,0.023738819,0.802598247,-3.364516004
-0.214427039,9.610660037,-2.546954019,0.023803258,0.802598247,-3.36690745
0.296601503,8.882500547,2.546691342,0.02381523,0.802598247,-3.367351056
-0.489124228,6.798624236,-2.546328244,0.02383179,0.802598247,-3.367964228
-0.843402787,2.836999496,-2.543165934,0.023976483,0.805236329,-3.373303405
